age,shape,scale,loc,invert_data,fit_method
5.0,,,0,False,linear_interp
6.0,,,0,False,linear_interp
7.0,,,0,False,linear_interp
8.0,,,0,False,linear_interp
9.0,,,0,False,linear_interp
10.0,,,0,False,linear_interp
11.0,,,0,False,linear_interp
12.0,,,0,False,linear_interp
13.0,,,0,False,linear_interp
14.0,,,0,False,linear_interp
15.0,,,0,False,linear_interp
16.0,,,0,False,linear_interp
17.0,,,0,False,linear_interp
18.0,,,0,False,linear_interp
